Car_id,Name,Gender,Annual Income
C_CND_000122,Aniya,Female,"$1,167,500 "
C_CND_000123,Benott,Male,"$3,000,000 "
C_CND_000124,Lucas,Male,"$1,900,000 "
C_CND_000125,Clara,Female,"$1,690,000 "
C_CND_000126,Clara,Male,"$2,800,000 "
C_CND_000127,Alexis,Male,"$642,000 "
C_CND_000128,Veronika,Female,"$705,000 "
C_CND_000129,Victoria,Male,"$670,000 "
C_CND_000130,Violet,Male,"$13,500 "
C_CND_000131,Izabella,Female,"$1,985,000 "
C_CND_000132,Jason,Male,"$1,275,000 "
C_CND_000133,Aniyah,Male,"$13,500 "
C_CND_000134,Elise,Male,"$1,650,000 "
C_CND_000135,Vivian,Male,"$520,500 "
C_CND_000136,Jacqueline,Female,"$500,000 "
C_CND_000137,Jada,Male,"$1,172,500 "
C_CND_000138,Jade,Male,"$441,000 "
C_CND_000139,Jaelynn,Male,"$1,310,000 "
C_CND_000140,Jamie,Male,"$13,500 "
C_CND_000141,Janelle,Male,"$1,200,000 "
C_CND_000142,Jasper,Male,"$1,680,000 "
C_CND_000143,Jayden,Male,"$1,340,000 "
C_CND_000144,Jesse,Female,"$901,000 "
C_CND_000145,Joel,Female,"$849,500 "
C_CND_000146,John,Male,"$13,500 "
C_CND_000147,Jonah,Female,"$1,071,500 "
C_CND_000148,Annabelle,Male,"$1,740,000 "
C_CND_000149,Aria,Male,"$13,500 "
C_CND_000150,Ariana,Male,"$1,700,000 "
C_CND_000151,Arianna,Male,"$1,100,000 "
C_CND_000152,Ariel,Male,"$13,500 "
C_CND_000153,Arielle,Male,"$2,155,000 "
C_CND_000154,Louane,Male,"$13,500 "
C_CND_000155,Nina,Male,"$13,500 "
C_CND_000156,Laurine,Male,"$661,000 "
C_CND_000157,Noah,Female,"$13,500 "
C_CND_000158,Arthur,Male,"$13,500 "
C_CND_000159,Romain,Male,"$2,750,000 "
C_CND_000160,Vivienne,Male,"$13,500 "
C_CND_000161,Gurdeniz,Male,"$13,500 "
C_CND_000162,Anais,Female,"$13,500 "
C_CND_000163,Yael,Male,"$950,000 "
C_CND_000164,Yasmine,Female,"$715,000 "
C_CND_000165,Matheo,Female,"$13,500 "
C_CND_000166,Jaslene,Female,"$847,000 "
C_CND_000167,Jasmin,Female,"$13,500 "
C_CND_000168,Jasmine,Male,"$1,176,500 "
C_CND_000169,Jayda,Male,"$955,000 "
C_CND_000170,Jonathan,Male,"$800,000 "
C_CND_000171,Jordan,Male,"$13,500 "
C_CND_000172,Joseph,Female,"$13,500 "
C_CND_000173,Allison,Male,"$626,800 "
C_CND_000174,Ashley,,"$2,115,000 "
C_CND_000175,Aubree,Male,"$2,810,000 "
C_CND_000176,Aubrey,Male,"$13,500 "
C_CND_000177,Autumn,Male,"$13,500 "
C_CND_000178,Victor,Male,"$1,589,000 "
C_CND_000179,Ludivine,Male,"$1,385,000 "
C_CND_000180,Anais,Male,"$2,000,000 "
C_CND_000181,Luckas,Male,"$951,000 "
C_CND_000182,Victor,Male,"$1,390,000 "
C_CND_000183,Yitty,Male,"$2,320,000 "
C_CND_000184,Yocheved,Female,"$2,752,000 "
C_CND_000185,Zissy,Male,"$655,000 "
C_CND_000186,Jayla,Male,"$890,000 "
C_CND_000187,Jaylah,Male,"$1,330,000 "
C_CND_000188,Jayleen,Male,"$13,500 "
C_CND_000189,Jaylene,Male,"$900,000 "
C_CND_000190,Judah,Male,"$570,000 "
C_CND_000191,Jude,Male,"$715,000 "
C_CND_000192,Julian,Female,"$630,000 "
C_CND_000193,Justin,Female,"$700,500 "
C_CND_000194,Ava,Male,"$2,130,000 "
C_CND_000195,Avery,Male,"$13,500 "
C_CND_000196,Bella,Male,"$2,950,000 "
C_CND_000197,Blessing,Male,"$2,150,000 "
C_CND_000198,Angele,Female,"$1,700,000 "
C_CND_000199,Mathis,Male,"$13,500 "
C_CND_000200,Evann,Male,"$1,540,000 "
C_CND_000201,Gael,Male,"$1,300,000 "
C_CND_000202,Zoe,Male,"$960,000 "
C_CND_000203,Zoey,Male,"$13,500 "
C_CND_000204,Aarav,Male,"$1,810,000 "
C_CND_000205,Mathis,Male,"$1,130,000 "
C_CND_000206,Jaylin,Male,"$1,090,000 "
C_CND_000207,Jaylyn,Male,"$500,000 "
C_CND_000208,Kacper,Female,"$1,700,000 "
C_CND_000209,Kai,Male,"$860,000 "
C_CND_000210,Brianna,Male,"$13,500 "
C_CND_000211,Brielle,Male,"$2,035,000 "
C_CND_000212,Hugo,Male,"$1,372,500 "
C_CND_000213,Kassandra,Male,"$1,800,000 "
C_CND_000214,Abdul,Male,"$1,250,000 "
C_CND_000215,Abdullah,Male,"$1,175,000 "
C_CND_000216,Jazlyn,Male,"$1,100,000 "
C_CND_000217,Jazmin,Male,"$1,315,000 "
C_CND_000218,Jazmine,Female,"$480,000 "
C_CND_000219,Jennifer,Female,"$423,500 "
C_CND_000220,Jessica,Female,"$13,500 "
C_CND_000221,Kenneth,Male,"$13,500 "
C_CND_000222,Kevin,Male,"$653,000 "
C_CND_000223,Kieran,Male,"$13,500 "
C_CND_000224,Kyle,Male,"$2,862,000 "
C_CND_000225,Landon,Male,"$2,180,000 "
C_CND_000226,Brooke,Male,"$13,500 "
C_CND_000227,Brooklyn,Male,"$1,500,000 "
C_CND_000228,Cali,Male,"$1,190,000 "
C_CND_000229,Chanel,Female,"$920,000 "
C_CND_000230,Charlotte,Male,"$320,000 "
C_CND_000231,Oliver,Male,"$690,000 "
C_CND_000232,Owen,Male,"$13,500 "
C_CND_000233,Tomy,Male,"$905,000 "
C_CND_000234,Timothe,Male,"$13,500 "
C_CND_000235,Leo,Female,"$1,180,000 "
C_CND_000236,Adam,Male,"$800,000 "
C_CND_000237,Aditya,Male,"$1,225,000 "
C_CND_000238,Adrian,Female,"$1,200,000 "
C_CND_000239,Ahmed,Male,"$13,500 "
C_CND_000240,Mathis,Male,"$1,350,000 "
C_CND_000241,Jimena,Male,"$426,000 "
C_CND_000242,Jocelyn,Male,"$1,447,500 "
C_CND_000243,Alana,Male,"$770,000 "
C_CND_000244,Leo,Male,"$1,610,000 "
C_CND_000245,Chelsea,Female,"$1,540,000 "
C_CND_000246,Chloe,Male,"$1,285,000 "
C_CND_000247,Pablo,Male,"$1,400,000 "
C_CND_000248,Matthieu,Male,"$1,200,000 "
C_CND_000249,Aiden,Male,"$1,720,000 "
C_CND_000250,Mary,Female,"$600,000 "
C_CND_000251,Johanna,Male,"$457,000 "
C_CND_000252,Leon,Male,"$2,450,000 "
C_CND_000253,Christina,Male,"$1,975,000 "
C_CND_000254,Gwendoline,Female,"$860,000 "
C_CND_000255,Alex,Male,"$944,000 "
C_CND_000256,Joselyn,Male,"$1,135,000 "
C_CND_000257,Leonardo,Female,"$2,210,000 "
C_CND_000258,Dakota,Male,"$316,000 "
C_CND_000259,Malik,Male,"$1,151,000 "
C_CND_000260,Alexander,Male,"$1,385,000 "
C_CND_000261,Julia,Female,"$700,000 "
C_CND_000262,Juliana,Male,"$1,542,000 "
C_CND_000263,Julianna,Female,"$962,000 "
C_CND_000264,Juliet,Male,"$1,290,000 "
C_CND_000265,Lev,Male,"$2,250,000 "
C_CND_000266,Levi,Female,"$2,155,000 "
C_CND_000267,Liam,Male,"$13,500 "
C_CND_000268,Lipa,Female,"$13,500 "
C_CND_000269,Danielle,Female,"$807,000 "
C_CND_000270,Destiny,Female,"$825,000 "
C_CND_000271,Egypt,Female,"$720,000 "
C_CND_000272,Eliana,Female,"$850,000 "
C_CND_000273,Felix,Male,"$1,130,000 "
C_CND_000274,Julien,Male,"$13,500 "
C_CND_000275,Gabrielle,Male,"$1,370,000 "
C_CND_000276,Emeline,Male,"$1,311,000 "
C_CND_000277,Ali,Female,"$1,280,000 "
C_CND_000278,Allen,Male,"$2,000,000 "
C_CND_000279,Alvin,Female,"$13,500 "
C_CND_000280,Andrew,Male,"$650,000 "
C_CND_000281,Juliette,Male,"$1,290,000 "
C_CND_000282,Logan,Male,"$13,500 "
C_CND_000283,Elizabeth,Female,"$911,000 "
C_CND_000284,Theo,Male,"$1,150,000 "
C_CND_000285,Andy,Male,"$655,000 "
C_CND_000286,Julissa,Male,"$470,000 "
C_CND_000287,Kaelyn,Male,"$1,180,000 "
C_CND_000288,Kailey,Male,"$1,195,000 "
C_CND_000289,Lorenzo,Female,"$1,420,000 "
C_CND_000290,Louis,Male,"$13,500 "
C_CND_000291,Luca,Male,"$13,500 "
C_CND_000292,Ella,Male,"$916,000 "
C_CND_000293,Emily,Female,"$592,000 "
C_CND_000294,Emma,Male,"$750,000 "
C_CND_000295,Cedric,Male,"$1,900,000 "
C_CND_000296,Hugo,Female,"$1,410,000 "
C_CND_000297,Rafael,Male,"$1,125,000 "
C_CND_000298,Anson,Female,"$580,000 "
C_CND_000299,Anthony,Male,"$710,000 "
C_CND_000300,Arjun,Female,"$335,000 "
C_CND_000301,Kailyn,Female,"$13,500 "
C_CND_000302,Kaitlyn,Male,"$1,012,500 "
C_CND_000303,Kamila,Female,"$970,000 "
C_CND_000304,Lucas,Female,"$1,495,000 "
C_CND_000305,Luka,Male,"$13,500 "
C_CND_000306,Lukas,Male,"$13,500 "
C_CND_000307,Eva,Female,"$922,000 "
C_CND_000308,Faith,Female,"$1,130,000 "
C_CND_000309,Fanta,Female,"$13,500 "
C_CND_000310,Matheo,Male,"$1,090,000 "
C_CND_000311,Clemence,Male,"$630,100 "
C_CND_000312,Calista,Male,"$1,350,000 "
C_CND_000313,Armaan,Male,"$1,330,000 "
C_CND_000314,Noa,Female,"$591,000 "
C_CND_000315,Austin,Male,"$13,500 "
C_CND_000316,Karen,Male,"$1,030,000 "
C_CND_000317,Karla,Female,"$13,500 "
C_CND_000318,Kate,Female,"$927,000 "
C_CND_000319,Katelyn,Male,"$840,000 "
C_CND_000320,Katelynn,Male,"$730,000 "
C_CND_000321,Katherine,Male,"$770,000 "
C_CND_000322,Luke,Female,"$1,125,000 "
C_CND_000323,Maksim,Female,"$995,000 "
C_CND_000324,Marc,Male,"$13,500 "
C_CND_000325,Marco,Female,"$13,500 "
C_CND_000326,Marcus,Male,"$1,100,000 "
C_CND_000327,Mark,Male,"$13,500 "
C_CND_000328,Fatima,Female,"$13,500 "
C_CND_000329,Fatou,Male,"$910,000 "
C_CND_000330,Fatoumata,Male,"$1,859,000 "
C_CND_000331,Gabriella,Male,"$13,500 "
C_CND_000332,Gabrielle,Male,"$1,200,000 "
C_CND_000333,Genesis,Male,"$13,500 "
C_CND_000334,Camille,Male,"$1,660,000 "
C_CND_000335,Lou,Male,"$13,500 "
C_CND_000336,Sarah,Female,"$13,500 "
C_CND_000337,Arthur,Male,"$905,000 "
C_CND_000338,Jeanne,Male,"$13,500 "
C_CND_000339,Marion,Male,"$1,152,000 "
C_CND_000340,Ayaan,Male,"$550,000 "
C_CND_000341,Helia,Female,"$13,500 "
C_CND_000342,Benjamin,Male,"$936,000 "
C_CND_000343,Benson,Female,"$580,000 "
C_CND_000344,Brandon,Male,"$1,900,000 "
C_CND_000345,Brian,Male,"$1,605,000 "
C_CND_000346,Katie,Male,"$13,500 "
C_CND_000347,Kayla,Male,"$603,000 "
C_CND_000348,Kaylee,Male,"$700,000 "
C_CND_000349,Kayleen,Male,"$600,000 "
C_CND_000350,Kayleigh,Male,"$500,000 "
C_CND_000351,Kaylie,Female,"$420,000 "
C_CND_000352,Kaylin,Female,"$500,000 "
C_CND_000353,Keily,Female,"$1,035,000 "
C_CND_000354,Kelly,Female,"$960,000 "
C_CND_000355,Alexandra,Male,"$2,345,000 "
C_CND_000356,Mason,Male,"$512,000 "
C_CND_000357,Mateo,Male,"$820,000 "
C_CND_000358,Matteo,Male,"$1,050,000 "
C_CND_000359,Matthew,Male,"$1,326,000 "
C_CND_000360,Lily,Female,"$1,800,000 "
C_CND_000361,Maxim,Male,"$730,000 "
C_CND_000362,Maximilian,Male,"$880,000 "
C_CND_000363,Maximus,Male,"$925,000 "
C_CND_000364,Gianna,Male,"$480,000 "
C_CND_000365,Grace,Female,"$1,835,000 "
C_CND_000366,Hailey,Male,"$13,500 "
C_CND_000367,Hannah,Female,"$13,500 "
C_CND_000368,Harmony,Male,"$13,500 "
C_CND_000369,Hawa,Female,"$13,500 "
C_CND_000370,Heaven,Male,"$1,635,000 "
C_CND_000371,Hope,Male,"$1,705,000 "
C_CND_000372,Imani,Male,"$1,005,000 "
C_CND_000373,Gabrielle,Male,"$920,000 "
C_CND_000374,Marc,Female,"$840,000 "
C_CND_000375,Baptiste,Male,"$728,000 "
C_CND_000376,Aidan,Male,"$980,000 "
C_CND_000377,Valentin,Male,"$1,900,000 "
C_CND_000378,Ophelie,Male,"$1,325,000 "
C_CND_000379,Corentin,Male,"$1,200,000 "
C_CND_000380,Alexandre,Male,"$13,500 "
C_CND_000381,Alan,Male,"$610,000 "
C_CND_000382,Bryan,Male,"$1,415,000 "
C_CND_000383,Faustine,Male,"$685,000 "
C_CND_000384,Calvin,Female,"$637,000 "
C_CND_000385,Valentin,Female,"$570,000 "
C_CND_000386,Charles,Male,"$926,000 "
C_CND_000387,Christian,Male,"$610,000 "
C_CND_000388,Christopher,Female,"$700,000 "
C_CND_000389,Cody,Male,"$1,525,000 "
C_CND_000390,Connor,Male,"$1,900,000 "
C_CND_000391,Keyla,Female,"$960,000 "
C_CND_000392,Khloe,Male,"$720,000 "
C_CND_000393,Alina,Male,"$13,500 "
C_CND_000394,Mayer,Male,"$715,000 "
C_CND_000395,Isabella,Male,"$852,000 "
C_CND_000396,Isabelle,Male,"$690,000 "
C_CND_000397,Quentin,Male,"$1,030,000 "
C_CND_000398,Manon,Male,"$3,200,000 "
C_CND_000399,Daniel,Male,"$13,500 "
C_CND_000400,Danny,Male,"$13,500 "
C_CND_000401,Kiara,Male,"$785,000 "
C_CND_000402,Kimberly,Male,"$725,000 "
C_CND_000403,Krystal,Male,"$450,000 "
C_CND_000404,Kylee,Male,"$515,000 "
C_CND_000405,Meilech,Male,"$840,500 "
C_CND_000406,Meir,Male,"$810,000 "
C_CND_000407,Menachem,Male,"$1,600,000 "
C_CND_000408,Menashe,Male,"$1,325,000 "
C_CND_000409,Jada,Male,"$13,500 "
C_CND_000410,Jade,Male,"$13,500 "
C_CND_000411,Janelle,Male,"$2,120,000 "
C_CND_000412,Jasmine,Male,"$405,000 "
C_CND_000413,Anna,Female,"$1,450,000 "
C_CND_000414,Clemet,Male,"$550,000 "
C_CND_000415,Alex,Male,"$380,000 "
C_CND_000416,Jules,Male,"$2,830,000 "
C_CND_000417,Darren,Male,"$13,500 "
C_CND_000418,David,Male,"$454,000 "
C_CND_000419,Derek,Male,"$562,000 "
C_CND_000420,Devin,Male,"$1,000,000 "
C_CND_000421,Kylie,Female,"$680,000 "
C_CND_000422,Laila,Male,"$530,000 "
C_CND_000423,Laura,Male,"$895,000 "
C_CND_000424,Lauren,Female,"$600,000 "
C_CND_000425,Layla,Male,"$805,000 "
C_CND_000426,Mendel,Male,"$3,150,000 "
C_CND_000427,Mendy,Male,"$1,285,000 "
C_CND_000428,Micah,Male,"$685,000 "
C_CND_000429,Michael,Male,"$878,000 "
C_CND_000430,Miles,Male,"$957,000 "
C_CND_000431,Jayda,Male,"$2,100,000 "
C_CND_000432,Jayla,Male,"$13,500 "
C_CND_000433,Jordan,Male,"$1,435,000 "
C_CND_000434,Jordyn,Male,"$1,020,000 "
C_CND_000435,Journee,Male,"$1,041,000 "
C_CND_000436,Manon,Male,"$2,260,000 "
C_CND_000437,Luca,Male,"$13,500 "
C_CND_000438,Florian,Female,"$13,500 "
C_CND_000439,Chloe,Male,"$2,060,000 "
C_CND_000440,Godard,Male,"$1,650,000 "
C_CND_000441,Dylan,Female,"$985,000 "
C_CND_000442,Eason,Male,"$820,000 "
C_CND_000443,Loreley,Female,"$591,000 "
C_CND_000444,Edwin,Male,"$800,000 "
C_CND_000445,Elijah,Male,"$1,501,000 "
C_CND_000446,Lea,Female,"$760,000 "
C_CND_000447,Milo,Female,"$1,200,000 "
C_CND_000448,Journey,Male,"$565,000 "
C_CND_000449,Luca,Male,"$13,500 "
C_CND_000450,Theo,Male,"$13,500 "
C_CND_000451,Leah,Male,"$752,000 "
C_CND_000452,Leila,Female,"$580,000 "
C_CND_000453,Leilani,Female,"$725,000 "
C_CND_000454,Lesley,Female,"$758,000 "
C_CND_000455,Leslie,Male,"$440,000 "
C_CND_000456,Lesly,Female,"$970,000 "
C_CND_000457,Leyla,Male,"$755,000 "
C_CND_000458,Mohamed,Female,"$13,500 "
C_CND_000459,Mohammed,Female,"$862,000 "
C_CND_000460,Moishe,Male,"$1,236,000 "
C_CND_000461,Mordechai,Male,"$13,500 "
C_CND_000462,Morris,Male,"$1,750,000 "
C_CND_000463,Allison,Male,"$1,005,000 "
C_CND_000464,Moshe,Male,"$2,010,000 "
C_CND_000465,Joy,Male,"$2,250,000 "
C_CND_000466,Kadiatou,Male,"$900,000 "
C_CND_000467,Kaitlyn,Female,"$800,000 "
C_CND_000468,Kali,Female,"$1,135,000 "
C_CND_000469,Kayla,Male,"$1,490,000 "
C_CND_000470,Kaylee,Male,"$13,500 "
C_CND_000471,Kelsey,Male,"$1,230,000 "
C_CND_000472,Jeremy,Male,"$1,650,000 "
C_CND_000473,Vanessa,Male,"$13,500 "
C_CND_000474,Baruch,Male,"$685,000 "
C_CND_000475,Sohane,Male,"$561,000 "
C_CND_000476,Pauline,Male,"$13,500 "
C_CND_000477,Dilhan,Female,"$830,000 "
C_CND_000478,Samuel,Male,"$424,000 "
C_CND_000479,Eric,Male,"$1,663,000 "
C_CND_000480,Luka,Male,"$1,415,000 "
C_CND_000481,Evan,Male,"$13,500 "
C_CND_000482,Farhan,Male,"$660,000 "
C_CND_000483,Felix,Male,"$13,500 "
C_CND_000484,Gabriel,Male,"$13,500 "
C_CND_000485,Gavin,Female,"$663,500 "
C_CND_000486,Lia,Female,"$985,000 "
C_CND_000487,Liana,Male,"$700,000 "
C_CND_000488,Liliana,Female,"$509,500 "
C_CND_000489,Lily,Male,"$830,000 "
C_CND_000490,Lindsay,Male,"$462,500 "
C_CND_000491,Lizbeth,Male,"$670,000 "
C_CND_000492,London,Male,"$675,000 "
C_CND_000493,Lucia,Male,"$1,042,000 "
C_CND_000494,Gabriella,Male,"$1,560,000 "
C_CND_000495,Georgia,Male,"$830,000 "
C_CND_000496,Nathan,Female,"$1,480,000 "
C_CND_000497,Nathaniel,Male,"$1,682,000 "
C_CND_000498,Nicholas,Male,"$13,500 "
C_CND_000499,Nico,Male,"$13,500 "
C_CND_000500,Nicolas,Male,"$13,500 "
C_CND_000501,Nikolas,Male,"$13,500 "
C_CND_000502,Kennedy,Male,"$1,050,000 "
C_CND_000503,Khadijah,Female,"$13,500 "
C_CND_000504,Khloe,Male,"$1,005,000 "
C_CND_000505,Kiara,Male,"$1,316,500 "
C_CND_000506,Kimora,Female,"$1,045,000 "
C_CND_000507,Kristen,Male,"$1,495,000 "
C_CND_000508,Kyla,Male,"$1,126,000 "
C_CND_000509,Kylee,Female,"$1,320,000 "
C_CND_000510,Youcef,Male,"$1,750,000 "
C_CND_000511,Lylia,Female,"$995,000 "
C_CND_000512,Tony,Male,"$1,320,000 "
C_CND_000513,Theo,Male,"$350,000 "
C_CND_000514,Lilou,Male,"$1,250,000 "
C_CND_000515,Brady,Male,"$1,275,000 "
C_CND_000516,Bastien,Male,"$975,000 "
C_CND_000517,Brandon,Male,"$13,500 "
C_CND_000518,George,Male,"$1,631,000 "
C_CND_000519,Baptiste,Female,"$1,260,000 "
C_CND_000520,Hayden,Male,"$2,450,000 "
C_CND_000521,Henry,Male,"$399,000 "
C_CND_000522,Ian,Male,"$1,240,000 "
C_CND_000523,Ibrahim,Female,"$727,500 "
C_CND_000524,Isaac,Male,"$13,500 "
C_CND_000525,Ishaan,Female,"$965,000 "
C_CND_000526,Luna,Male,"$910,000 "
C_CND_000527,Luz,Male,"$773,000 "
C_CND_000528,Madeline,Female,"$715,000 "
C_CND_000529,Noah,Male,"$13,500 "
C_CND_000530,Noam,Male,"$13,500 "
C_CND_000531,Nolan,Male,"$915,000 "
C_CND_000532,Kylie,Male,"$822,000 "
C_CND_000533,Laila,Male,"$770,000 "
C_CND_000534,Lailah,Female,"$13,500 "
C_CND_000535,Elea,Female,"$494,000 "
C_CND_000536,Sarah,Male,"$580,000 "
C_CND_000537,Declan,Male,"$825,000 "
C_CND_000538,Ivan,Female,"$2,530,000 "
C_CND_000539,Jack,Female,"$1,930,000 "
C_CND_000540,Jackson,Male,"$840,000 "
C_CND_000541,Madelyn,Male,"$810,000 "
C_CND_000542,Madison,Male,"$715,000 "
C_CND_000543,Makayla,Male,"$790,000 "
C_CND_000544,Nosson,Male,"$781,000 "
C_CND_000545,Kaylee,Male,"$1,627,000 "
C_CND_000546,Omar,Male,"$13,500 "
C_CND_000547,Lauren,Male,"$13,500 "
C_CND_000548,Lauryn,Male,"$13,500 "
C_CND_000549,Layla,Female,"$13,500 "
C_CND_000550,Morgane,Male,"$1,160,000 "
C_CND_000551,Eren-Kaan,Male,"$325,000 "
C_CND_000552,Kyle,Male,"$745,000 "
C_CND_000553,Jacky,Male,"$560,000 "
C_CND_000554,Jacob,Female,"$13,500 "
C_CND_000555,Jaden,Male,"$900,000 "
C_CND_000556,Maria,Female,"$460,000 "
C_CND_000557,Mariah,Male,"$540,000 "
C_CND_000558,Oscar,Male,"$875,000 "
C_CND_000559,Owen,Female,"$13,500 "
C_CND_000560,Leah,Male,"$13,500 "
C_CND_000561,Leilani,Male,"$890,000 "
C_CND_000562,Osman,Male,"$2,350,000 "
C_CND_000563,Oceane,Male,"$13,500 "
C_CND_000564,Jake,Female,"$680,500 "
C_CND_000565,James,Male,"$902,000 "
C_CND_000566,Mariana,Male,"$825,000 "
C_CND_000567,Marilyn,Male,"$685,000 "
